_sa_instance_state,id,post_id,user_id,replay_num,user_url,user_nickname,stock_code,post_title,post_url,post_last_time,read_num
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67090>,11,None,2357084534421022,16,https://i.eastmoney.com/2357084534421022,薛东北,600028,两桶油的情绪分析,https://caifuhao.eastmoney.com/news/20240713061204970031050?from=guba&name=5Lit5Zu955%2Bz5YyW5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAwMjhfMS5odG1s,2024-07-14 16:59:00,1856
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C671D0>,12,1422048252,7906094288410528,31,https://i.eastmoney.com/7906094288410528,股息加时间,600028,不管季报如何，总之持股守息,"https://guba.eastmoney.com/news,600028,1422048252.html",2024-07-14 15:38:00,1152
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67310>,13,1444599351,2374125312925068,0,https://i.eastmoney.com/2374125312925068,大眼看两融,600028,中国石化本周融资净偿还3785.95万元，居石油行业板块第一,"https://guba.eastmoney.com/news,600028,1444599351.html",2024-07-14 15:05:00,98
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67450>,14,1444594571,2634125312925098,0,https://i.eastmoney.com/2634125312925098,胖猫周周见,600028,中国石化本周沪股通持股市值减少5795.5万元，居石油行业板块第一,"https://guba.eastmoney.com/news,600028,1444594571.html",2024-07-14 14:09:00,93
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67590>,15,1443057704,1741376271362776,45,https://i.eastmoney.com/1741376271362776,股息复投第一人,600028,兴业银行分红到账，昨天晚上按除息价格复投了。,"https://guba.eastmoney.com/news,600028,1443057704.html",2024-07-14 13:31:00,1086
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C676D0>,16,1440124205,3677066936190022,17,https://i.eastmoney.com/3677066936190022,韭菜根低位再增持,600028,[微笑]又半年了中石化再配些银行股比存美元合算吧！实事求是哦！[呲牙][拜神][,"https://guba.eastmoney.com/news,600028,1440124205.html",2024-07-14 12:24:00,491
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67810>,17,1444557130,2889067098831656,7,https://i.eastmoney.com/2889067098831656,一个月成功三次,600028,我想问问，周一分红那天买，也有分红吗？,"https://guba.eastmoney.com/news,600028,1444557130.html",2024-07-14 11:48:00,566
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67950>,18,None,2135446638245570,8,https://i.eastmoney.com/2135446638245570,动态宝,600028,上海电气与中国石化协同深化绿色能源供应体系共建,https://caifuhao.eastmoney.com/news/20240713091454398627800?from=guba&name=5Lit5Zu955%2Bz5YyW5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAwMjhfMS5odG1s,2024-07-14 11:45:00,1054
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67A90>,19,1444537558,3566385936951648,11,https://i.eastmoney.com/3566385936951648,平阴东,600028,中石油和中石化买哪个好？,"https://guba.eastmoney.com/news,600028,1444537558.html",2024-07-14 11:36:00,765
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67BD0>,20,1443779926,9135084954455826,7,https://i.eastmoney.com/9135084954455826,股友N5083a6090,600028,明天必定跳空高开，今天三桶油下跌洗出多少不坚定和短线取巧之徒！哭晕在厕所吧！[大,"https://guba.eastmoney.com/news,600028,1443779926.html",2024-07-14 10:30:00,387
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67D10>,21,1443897644,4904476722953804,1,https://i.eastmoney.com/4904476722953804,合肥表弟,600028,开始断崖式跳了,"https://guba.eastmoney.com/news,600028,1443897644.html",2024-07-14 10:17:00,171
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67E50>,22,1444449676,2743346210499674,8,https://i.eastmoney.com/2743346210499674,在石化体验绿冒控,600028,老头说了除权以后到6.2，这个股老头是庄家，老头请你快点填权[亲],"https://guba.eastmoney.com/news,600028,1444449676.html",2024-07-14 06:34:00,426
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C67F90>,23,1444524548,None,1,"https://guba.eastmoney.com/list,600028.html",中国石化资讯,600028,中国石化：融资净偿还1799.65万元，融资余额12.29亿元（07-12）,"https://guba.eastmoney.com/news,600028,1444524548.html",2024-07-14 06:21:00,153
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70110>,24,1444170279,None,6,"https://guba.eastmoney.com/list,600028.html",中国石化资讯,600028,实探中国石化四川盆地天然气开发：端牢“能源饭碗”坚持“为国争气”,"https://guba.eastmoney.com/news,600028,1444170279.html",2024-07-14 06:21:00,833
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70250>,25,1444289469,3168625222999740,5,https://i.eastmoney.com/3168625222999740,何以解忧唯有抄底,600028,抓紧分红吧,"https://guba.eastmoney.com/news,600028,1444289469.html",2024-07-14 06:12:00,167
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70390>,26,None,6224044927064306,3,https://i.eastmoney.com/6224044927064306,操盘必读,600036,前几年在惠州花了四五百万买的别墅，装修也花了百十万左右，现在两百来万半年都没卖出,"https://guba.eastmoney.com/news,zssh000001,1444538938.html",2024-07-14 22:39:00,621
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C704D0>,27,None,9406112838651974,2,https://i.eastmoney.com/9406112838651974,奇怪明哥,600036,7月14日强势股点评,https://caifuhao.eastmoney.com/news/20240714202352717488170?from=guba&name=5oub5ZWG6ZO26KGM5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAwMzZfMS5odG1s,2024-07-14 22:30:00,763
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70610>,28,1444617848,1090395731748362,1,https://i.eastmoney.com/1090395731748362,忍耐的满天星,600036,有谁知道招商银行有没有2024年中期分红的计划？,"https://guba.eastmoney.com/news,600036,1444617848.html",2024-07-14 21:38:00,337
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70750>,29,1402874141,1349115345120256,1,https://i.eastmoney.com/1349115345120256,罗斯柴尔德家族代表,600036,招行股价应向每股净资产36.71元+拨备10.76元=47.47元进军,"https://guba.eastmoney.com/news,600036,1402874141.html",2024-07-14 21:31:00,650
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70890>,30,1444545215,8416015164576656,2,https://i.eastmoney.com/8416015164576656,什么不能做,600036,当我亮出这个，阁下该如何应对[想一下]说明......散户都学聪明了,"https://guba.eastmoney.com/news,600036,1444545215.html",2024-07-14 21:21:00,653
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C709D0>,31,None,3624326086427580,0,https://i.eastmoney.com/3624326086427580,何止七八,600036,招商银行股价回归中,https://caifuhao.eastmoney.com/news/20240714210034655414760?from=guba&name=5oub5ZWG6ZO26KGM5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAwMzZfMS5odG1s,2024-07-14 21:00:00,1482
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70B10>,32,1444598915,2374125312925068,1,https://i.eastmoney.com/2374125312925068,大眼看两融,600036,招商银行本周融资净偿还4.82亿元，两市排名第二,"https://guba.eastmoney.com/news,600036,1444598915.html",2024-07-14 20:43:00,139
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70C90>,33,1410044703,2852645164593224,40,https://i.eastmoney.com/2852645164593224,分红等于发工资6,600036,拿10年股息复投可以翻倍不？,"https://guba.eastmoney.com/news,600036,1410044703.html",2024-07-14 17:50:00,2526
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70E10>,34,None,6883115332749426,3,https://i.eastmoney.com/6883115332749426,消金界,600036,连续5年ROE超15%的银行，仅有这4家,https://caifuhao.eastmoney.com/news/20240714102044192425380?from=guba&name=5oub5ZWG6ZO26KGM5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAwMzZfMS5odG1s,2024-07-14 17:00:00,4376
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C70F90>,35,1444593777,2634125312925098,0,https://i.eastmoney.com/2634125312925098,胖猫周周见,600036,招商银行本周获沪股通增持7.93亿元，周内增持市值两市排名第六,"https://guba.eastmoney.com/news,600036,1444593777.html",2024-07-14 14:06:00,103
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71110>,36,1444517015,7507276669450908,5,https://i.eastmoney.com/7507276669450908,慕mu,600036,下周一再涨5毛钱就简单填权啦，这的白拿分红哦填权速度,"https://guba.eastmoney.com/news,600036,1444517015.html",2024-07-14 13:59:00,502
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71290>,37,1444538439,None,7,"https://guba.eastmoney.com/list,600104.html",上汽集团资讯,600104,十年掌舵陈虹卸任，新掌门王晓秋接棒 上汽如何开启新纪元,"https://guba.eastmoney.com/news,600104,1444538439.html",2024-07-14 23:17:00,1097
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71410>,38,None,2226094508318506,5,https://i.eastmoney.com/2226094508318506,DF41打板,600104,上汽赛可智能帆一尚行、赛可智能、中海庭等集团创新企业的“定点攻关”和“前瞻技术创,https://caifuhao.eastmoney.com/news/20240714105149064900550?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 22:49:00,775
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71590>,39,None,2271436749939602,3,https://i.eastmoney.com/2271436749939602,绿色的沈凤美3,600104,"上汽2024年上半年销量分析,创新突破与挑战应对并存",https://caifuhao.eastmoney.com/news/20240711224248728791400?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 20:27:00,310
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71710>,40,1444611320,9244366232473562,1,https://i.eastmoney.com/9244366232473562,南疆_翻滚白云2019,600104,这就是基民AK实话实说引诱大家高位接盘的赛力斯,"https://guba.eastmoney.com/news,600104,1444611320.html",2024-07-14 20:04:00,143
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71890>,41,1444613633,1094094302051336,0,https://i.eastmoney.com/1094094302051336,热情的多心道5,600104,看这个月，能不能拉出好趋势,"https://guba.eastmoney.com/news,600104,1444613633.html",2024-07-14 18:52:00,173
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71A10>,42,None,5598005439749074,1,https://i.eastmoney.com/5598005439749074,柒财经,600104,上汽集团旗下支付公司被罚33万元，名称尚未按监管要求更改,https://caifuhao.eastmoney.com/news/20240711173158702711560?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 16:11:00,277
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71B90>,43,None,4339446722870602,6,https://i.eastmoney.com/4339446722870602,讲究的熊双玉1,600104,47.6%欧盟关税背后的不屈意志,https://caifuhao.eastmoney.com/news/20240711224540215068260?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 16:00:00,217
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71D10>,44,1444603909,5509027126546196,0,https://i.eastmoney.com/5509027126546196,复利故事,600104,《小鹏电耗最小，省钱！国内智驾第一》10-25万，用户很关心用车的成本。金子总会,"https://guba.eastmoney.com/news,002594,1444603909.html",2024-07-14 15:52:00,258
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C71E90>,45,None,7880057130185812,4,https://i.eastmoney.com/7880057130185812,有耐心的耿烁硕,600104,欧盟加征关税正式生效！上汽MG发布声明：加速做好自己的事,https://caifuhao.eastmoney.com/news/20240713132518820825000?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 15:47:00,675
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72010>,46,1444598248,2374125312925068,0,https://i.eastmoney.com/2374125312925068,大眼看两融,600104,上汽集团本周融资净偿还2683.58万元，居汽车整车板块第三,"https://guba.eastmoney.com/news,600104,1444598248.html",2024-07-14 15:03:00,86
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72190>,47,1444593397,2634125312925098,0,https://i.eastmoney.com/2634125312925098,胖猫周周见,600104,上汽集团本周沪股通持股市值增加4712.05万元，居汽车整车板块第六,"https://guba.eastmoney.com/news,600104,1444593397.html",2024-07-14 14:04:00,100
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72310>,48,None,4231605230846318,5,https://i.eastmoney.com/4231605230846318,野火财经,600104,上汽集团换帅，王晓秋出任董事长,https://caifuhao.eastmoney.com/news/20240713231704288510710?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 13:27:00,457
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72490>,49,1444494224,1138335696296574,5,https://i.eastmoney.com/1138335696296574,好事后来,600104,守了上汽三年多至今还亏10万多，见证了上汽集团的衰落……,"https://guba.eastmoney.com/news,600104,1444494224.html",2024-07-14 11:50:00,194
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72610>,50,None,6333476735750278,2,https://i.eastmoney.com/6333476735750278,朱蓉的行李箱,600104,二手车车主都保，荣威表示，这才是真正的终身“三电”质保,https://caifuhao.eastmoney.com/news/20240711231629957516050?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 10:31:00,176
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72790>,51,1444470716,2326336192627168,3,https://i.eastmoney.com/2326336192627168,股友11lD168156,600104,为什么还不分红？,"https://guba.eastmoney.com/news,600104,1444470716.html",2024-07-14 10:18:00,259
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72910>,52,1444551481,2362345713817540,1,https://i.eastmoney.com/2362345713817540,淡定兄妹,600104,什么时候分红呢？有知道的吗[为什么][为什么],"https://guba.eastmoney.com/news,600104,1444551481.html",2024-07-14 10:07:00,286
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72A90>,53,1444502247,5509027126546196,104,https://i.eastmoney.com/5509027126546196,复利故事,600104,《小鹏电耗最小，省钱！国内智驾第一》小鹏M03一度电9.97公里，百公里电耗10,"https://guba.eastmoney.com/news,000625,1444502247.html",2024-07-14 07:01:00,892
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72C10>,54,None,8350014969954532,2,https://i.eastmoney.com/8350014969954532,全球财说,600104,上汽集团换帅王晓秋：昔日霸主，尚能饭否？,https://caifuhao.eastmoney.com/news/20240713111516895810980?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 01:03:00,1.2万
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72D90>,55,None,3687067139278234,1,https://i.eastmoney.com/3687067139278234,话车正当时,600104,汽车研发周期减半，是创新还是割韭菜？,https://caifuhao.eastmoney.com/news/20240713224428791414220?from=guba&name=5LiK5rG96ZuG5Zui5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDAxMDRfMS5odG1s,2024-07-14 00:06:00,214
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C72F10>,56,1444604560,2494125312925078,2,https://i.eastmoney.com/2494125312925078,股友3325M73R55,600547,定增市场周报：本周新增8例预案，合计募资169.48亿,"https://guba.eastmoney.com/news,601985,1444604560.html",2024-07-14 23:00:00,919
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73090>,57,1444622180,5426605175358612,0,https://i.eastmoney.com/5426605175358612,股友JWqNSu,600547,黄金不是商品，是货币，你无论都多少可立马卖出，差异只是价格,"https://guba.eastmoney.com/news,600547,1444622180.html",2024-07-14 21:16:00,398
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73210>,58,1444610156,6199027062419312,0,https://i.eastmoney.com/6199027062419312,股友7338Z785Y1,600547,黄金就是钱，开采黄金股份公司就是国家指定的印钞机，所以应收是很好掌控的。,"https://guba.eastmoney.com/news,600547,1444610156.html",2024-07-14 17:50:00,211
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73390>,59,1444599213,2374125312925068,2,https://i.eastmoney.com/2374125312925068,大眼看两融,600547,山东黄金本周融资净买入8040.42万元，居贵金属板块第一,"https://guba.eastmoney.com/news,600547,1444599213.html",2024-07-14 16:49:00,257
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73510>,60,1444554835,2676015124423216,1,https://i.eastmoney.com/2676015124423216,股友g6KgYO,600547,可能涉嫌操纵业绩，涉嫌操纵股价，希望证监会查一查,"https://guba.eastmoney.com/news,600547,1444554835.html",2024-07-14 16:37:00,148
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73690>,61,1444528434,3532013384684212,3,https://i.eastmoney.com/3532013384684212,n353213384684212,600547,增发增发，不增发不行吗？,"https://guba.eastmoney.com/news,600547,1444528434.html",2024-07-14 16:25:00,270
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73810>,62,1444594804,2634125312925098,0,https://i.eastmoney.com/2634125312925098,胖猫周周见,600547,山东黄金本周沪股通持股市值减少1.64亿元，居贵金属板块第一,"https://guba.eastmoney.com/news,600547,1444594804.html",2024-07-14 14:10:00,132
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73990>,63,1444555602,2718067179327290,3,https://i.eastmoney.com/2718067179327290,谦虚的风雨,600547,股吧里好多人唱空山东黄金，让你们恐慌出货，好让他们低价拿到筹码，他们融劵期限要到,"https://guba.eastmoney.com/news,600547,1444555602.html",2024-07-14 10:39:00,594
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73B10>,64,1444536997,2210385605653028,5,https://i.eastmoney.com/2210385605653028,兴奋的邱徐佳蕾1,600547,山东黄金北京门店全部跑路，受害者近1000人，受害金额4个亿。这在CCTV-2的,"https://guba.eastmoney.com/news,600547,1444536997.html",2024-07-14 08:05:00,467
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73C90>,65,1440945876,None,15,"https://guba.eastmoney.com/list,600887.html",伊利股份资讯,600887,伊利股份：累计回购股份5804866股,"https://guba.eastmoney.com/news,600887,1440945876.html",2024-07-14 22:51:00,5081
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73E10>,66,None,9786047204216348,38,https://i.eastmoney.com/9786047204216348,发发发发发啊,600887,目前的云南白药、伊利股份和双汇发展那个更有投资价值？,https://caifuhao.eastmoney.com/news/20240712184803748031580?from=guba&name=5LyK5Yip6IKh5Lu95ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDA4ODdfMS5odG1s,2024-07-14 22:07:00,7591
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C73F90>,67,1444614122,9255376499700418,8,https://i.eastmoney.com/9255376499700418,股友3m10188a66,600887,这家公司太稳定了，想等到20的时候建仓，等了许多时间了！继续等看有没有缘分，买到,"https://guba.eastmoney.com/news,600887,1444614122.html",2024-07-14 22:01:00,1000
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78150>,68,None,5190496765150158,1,https://i.eastmoney.com/5190496765150158,来自新浪的贪婪与恐惧,600887,上市公司研判系列伊利股份,https://caifuhao.eastmoney.com/news/20240714202929002813230?from=guba&name=5LyK5Yip6IKh5Lu95ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDA4ODdfMS5odG1s,2024-07-14 21:03:00,1696
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C782D0>,69,1444563302,3872375937003844,8,https://i.eastmoney.com/3872375937003844,枭龙77,600887,发个利好，这个很好喝,"https://guba.eastmoney.com/news,600887,1444563302.html",2024-07-14 20:52:00,470
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78450>,70,1444615059,5770125298992236,0,https://i.eastmoney.com/5770125298992236,利富莫尔,600887,$伊利股份(SH600887)$,"https://guba.eastmoney.com/news,600887,1444615059.html",2024-07-14 19:16:00,77
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C785D0>,71,1444599172,2374125312925068,1,https://i.eastmoney.com/2374125312925068,大眼看两融,600887,伊利股份本周融资净偿还5477.27万元，居食品饮料板块第一,"https://guba.eastmoney.com/news,600887,1444599172.html",2024-07-14 15:53:00,162
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78750>,72,None,3747085167098028,6,https://i.eastmoney.com/3747085167098028,胸怀坦荡得香梨,600887,伊利股份一直被北向有节奏的抛售，美资本尤为厉害，但是他们的仓位还是可以的，花旗银,https://caifuhao.eastmoney.com/news/20240707180522261723550?from=guba&name=5LyK5Yip6IKh5Lu95ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDA4ODdfMS5odG1s,2024-07-14 15:49:00,2695
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C788D0>,73,1444594025,2634125312925098,0,https://i.eastmoney.com/2634125312925098,胖猫周周见,600887,伊利股份本周被沪股通减持3.08亿元，周内减持市值两市排名第11,"https://guba.eastmoney.com/news,600887,1444594025.html",2024-07-14 14:07:00,163
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78A50>,74,1444443522,8770094168970716,5,https://i.eastmoney.com/8770094168970716,牛在囧途,600887,请问伊利牛奶的运输是自己的罐装专用车吗？,"https://guba.eastmoney.com/news,600887,1444443522.html",2024-07-14 13:21:00,495
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78BD0>,75,1444558058,1037004538900220,18,https://i.eastmoney.com/1037004538900220,YbW2024,600887,今天买了伊利的冰淇淋！昨天买了伊利纯牛奶！只能这样默默地支持自己的公司了，毕竟自,"https://guba.eastmoney.com/news,600887,1444558058.html",2024-07-14 11:48:00,788
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78D50>,76,None,3843064843662760,7,https://i.eastmoney.com/3843064843662760,量子咸鱼,600887,周记：我当年的高考与当下的投资,https://caifuhao.eastmoney.com/news/20240607221130594032190?from=guba&name=5LyK5Yip6IKh5Lu95ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCw2MDA4ODdfMS5odG1s,2024-07-14 11:35:00,1696
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C78ED0>,77,1444587208,1804137056432238,0,https://i.eastmoney.com/1804137056432238,进出增减持待,600887,乳制品恶性竞争激烈！亏损巨增！,"https://guba.eastmoney.com/news,600887,1444587208.html",2024-07-14 11:29:00,298
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C79050>,78,1444569501,8062356109460388,1,https://i.eastmoney.com/8062356109460388,三川王,600887,还不发中报业绩预报？再不发周一就被活埋了,"https://guba.eastmoney.com/news,600887,1444569501.html",2024-07-14 10:51:00,209
<sqlalchemy.orm.state.InstanceState object at 0x000001AEF0C791D0>,79,1444584993,8632325908360032,0,https://i.eastmoney.com/8632325908360032,点石成章de子健,600887,股价早就僵尸化，短期内肯定没什么希望，等待中报业绩具体出来看看企业衰退到什么程度,"https://guba.eastmoney.com/news,600887,1444584993.html",2024-07-14 10:47:00,266
